Krok,Czas_[ms],Pozycja_Z_[mm],Gestosc_wzgledna_[-],Ulamek_cieczy_Yl_[-],Ulamek_pary_Yv_[-],Predkosc_cieczy_[m/s],Predkosc_gazu_[m/s],Srednica_kropel_SMD_[um],Temp_kropel_[K],Temp_gazu_[K],Promien_strugi_b_[mm]
011472,1120.00000,109.7603,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,109.8968,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,110.0332,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,110.1696,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,110.3061,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,110.4425,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,110.5789,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,110.7154,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,110.8518,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,110.9882,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,111.1247,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,111.2611,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,111.3975,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,111.5340,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,111.6704,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,111.8068,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,111.9433,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,112.0797,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,112.2161,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,112.3526,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,112.4890,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,112.6254,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,112.7619,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,112.8983,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,113.0347,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,113.1712,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,113.3076,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,113.4440,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,113.5805,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,113.7169,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,113.8533,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,113.9898,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,114.1262,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,114.2626,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,114.3991,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,114.5355,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,114.6719,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,114.8084,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,114.9448,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,115.0812,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,115.2177,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,115.3541,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,115.4905,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,115.6270,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,115.7634,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,115.8998,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,116.0363,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,116.1727,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,116.3091,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,116.4456,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,116.5820,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,116.7184,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,116.8549,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,116.9913,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,117.1277,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,117.2642,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,117.4006,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,117.5370,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,117.6735,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,117.8099,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,117.9463,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,118.0828,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,118.2192,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,118.3556,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,118.4921,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,118.6285,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,118.7649,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,118.9014,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,119.0378,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,119.1742,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,119.3107,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,119.4471,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,119.5835,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,119.7200,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,119.8564,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,119.9928,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,120.1293,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,120.2657,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,120.4021,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,120.5386,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,120.6750,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,120.8114,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,120.9479,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,121.0843,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,121.2207,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,121.3572,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,121.4936,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,121.6300,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,121.7665,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,121.9029,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,122.0393,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,122.1758,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,122.3122,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,122.4486,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,122.5851,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,122.7215,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,122.8579,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,122.9943,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,123.1308,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,123.2672,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,123.4036,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,123.5401,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,123.6765,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,123.8129,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,123.9494,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,124.0858,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,124.2222,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,124.3587,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,124.4951,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,124.6315,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,124.7680,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,124.9044,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,125.0408,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,125.1773,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,125.3137,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,125.4501,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,125.5866,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,125.7230,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,125.8594,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,125.9959,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,126.1323,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,126.2687,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,126.4052,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,126.5416,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,126.6780,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,126.8145,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,126.9509,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,127.0873,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,127.2238,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,127.3602,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,127.4966,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,127.6331,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,127.7695,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,127.9059,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,128.0424,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,128.1788,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,128.3152,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,128.4517,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,128.5881,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,128.7245,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,128.8610,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,128.9974,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,129.1338,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,129.2703,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,129.4067,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,129.5431,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,129.6796,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,129.8160,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,129.9524,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,130.0889,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,130.2253,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,130.3617,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,130.4982,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,130.6346,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,130.7710,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,130.9075,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,131.0439,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,131.1803,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,131.3168,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,131.4532,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,131.5896,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,131.7261,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,131.8625,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,131.9989,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,132.1354,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,132.2718,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,132.4082,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,132.5447,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,132.6811,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,132.8175,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,132.9540,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,133.0904,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,133.2268,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,133.3633,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,133.4997,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,133.6361,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,133.7726,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,133.9090,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,134.0454,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,134.1819,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,134.3183,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,134.4547,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,134.5912,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,134.7276,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,134.8640,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,135.0005,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,135.1369,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,135.2733,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,135.4098,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,135.5462,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,135.6826,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,135.8191,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,135.9555,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,136.0919,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,136.2284,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,136.3648,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,136.5012,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,136.6376,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,136.7741,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,136.9105,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,137.0469,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,137.1834,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,137.3198,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,137.4562,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,137.5927,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,137.7291,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,137.8655,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,138.0020,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,138.1384,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,138.2748,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,138.4113,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,138.5477,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,138.6841,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,138.8206,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,138.9570,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,139.0934,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,139.2299,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,139.3663,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,139.5027,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,139.6392,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,139.7756,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,139.9120,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,140.0485,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,140.1849,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,140.3213,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,140.4578,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,140.5942,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,140.7306,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,140.8671,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,141.0035,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,141.1399,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,141.2764,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,141.4128,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,141.5492,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,141.6857,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,141.8221,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,141.9585,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,142.0950,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,142.2314,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,142.3678,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,142.5043,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
011472,1120.00000,142.6407,0.0021,0.000000,0.000000,0.0000,0.0000,0.0000,0.00,244.78,0.0682
